ss_item_sk,ss_store_sk,ss_customer_sk,ss_sold_date_sk,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_net_profit
680,35,161,205,10,52.94,92.04193535927799,450.12391626872994,492.34
185,2,322,721,17,48.06,89.92465026097285,684.097208789248,797.69
761,30,138,654,16,25.23,47.7486614695356,372.5499986409069,402.15
62,34,103,374,14,93.79,168.93761409358638,1113.5730831921098,1277.16
881,5,325,209,10,85.19,195.91630545900992,727.0003441705095,801.66
616,16,208,245,10,66.37,89.44194755006502,556.4349313638916,614.35
498,36,224,433,8,80.72,164.74941236510782,521.3871063469013,601.24
809,18,338,564,6,30.91,44.16361417139812,179.98970958142343,167.45
919,6,161,617,16,79.31,125.89454688567677,1031.3045260201595,1149.08
907,6,204,144,14,90.19,135.9031169275696,1154.3170494521542,1221.2
849,38,487,538,17,93.63,143.00582506575086,1554.962147403106,1515.62
321,22,427,599,8,61.98,133.7780819614223,476.5857005782632,484.59
110,12,110,282,8,93.87,166.27362409075704,638.9627148077537,692.24
717,8,163,559,19,10.31,18.051940985586267,183.46032689751218,186.75
372,31,367,377,9,88.55,200.81147412918622,640.9190184029185,791.93
819,4,354,688,20,8.31,12.561217982947634,151.3326755060785,161.87
925,44,63,548,10,65.7,152.88645018964542,638.2948340843002,637.33
950,17,155,93,13,5.75,13.899009974485189,71.11218553349475,74.46
938,29,324,325,10,24.99,58.55925247010955,238.24171021244365,247.16
83,50,482,504,14,79.99,144.9753692856683,988.3797724363313,1038.56
840,7,423,165,11,73.15,154.20216362474076,725.2044133251942,794.73
561,48,168,465,12,44.98,94.62771535372224,514.0647732647074,525.15
140,1,206,205,6,64.86,130.80868516730635,335.7455953438907,381.03
731,50,426,665,3,15.53,34.04349181674754,45.16397728490115,43.09
490,48,69,267,14,80.3,114.46947549465794,1032.6947102222641,1047.69
425,24,94,403,11,80.96,189.39029608082902,880.7205863632735,819.2
946,36,332,627,19,26.33,53.044827820483,490.9494476693456,497.67
173,4,206,633,15,23.84,41.90057318472394,304.6864844235364,346.92
581,8,8,539,3,96.01,169.52546723089588,283.4208891509532,264.13
230,46,105,196,15,83.59,203.11266818805842,1207.0594341379608,1190.42
134,28,439,212,9,32.36,64.07628266236526,290.9608435460443,276.51
185,27,406,150,10,74.04,91.61746998503546,736.8650583628363,680.38
379,38,351,663,8,63.68,114.3446577996745,408.6035088436411,504.72
408,44,109,393,5,87.79,186.2016345512191,415.7825794123697,437.83
54,22,477,241,9,11.94,21.637813075777082,93.58265178351047,102.7
613,46,384,47,20,94.24,113.74478501907,1698.03215147485,1878.62
380,9,496,573,13,33.74,42.29182426519183,366.63124890543395,412.07
899,30,68,92,6,52.86,85.23741618564233,287.3738425382196,314.95
131,32,447,288,5,29.74,64.60034704276335,146.50628964312938,138.49
850,49,475,271,10,90.77,169.9272938855479,805.2706604167494,840.82
783,10,285,674,6,34.98,70.9271217999329,186.37300332374912,209.77
37,31,134,168,7,19.12,40.491412912153116,118.75435466708043,123.53
727,36,249,469,16,8.88,16.347059821326994,137.69934258059274,132.94
890,19,93,173,5,16.75,36.42987058649037,80.77807692117437,76.16
598,1,270,585,19,89.63,128.59570150486172,1675.8632123029952,1632.41
909,22,14,292,8,77.98,162.64335764472037,583.994017836724,603.68
109,21,79,30,13,40.49,52.85492559254388,508.54703027292425,522.64
609,43,3,338,16,48.14,118.4581782947334,717.2741008730088,766.79
752,37,67,217,15,35.87,83.29955576641188,516.6956523899922,523.61
73,36,488,617,10,35.7,60.540353057200406,314.0784966827832,323.28
409,6,11,214,6,27.81,39.262794544142075,159.50122521660302,163.04
158,8,153,503,10,66.48,149.010302801178,629.6838392485137,661.77
368,43,50,377,10,90.85,169.56690921649928,815.7645056101447,872.48
434,6,388,433,13,50.26,113.30074946847414,602.9217864694315,624.83
526,22,499,475,14,64.92,134.9928329412649,844.8240675751367,826.44
663,34,43,298,5,93.41,168.949258682239,381.0364962447604,444.97
701,20,431,255,16,33.54,63.05585987007589,461.0254528038189,535.79
526,7,262,436,2,57.34,99.59529245167265,102.40136130122376,113.73
600,6,394,516,19,82.22,100.40289560118399,1481.1079095708199,1461.49
403,3,43,427,15,22.06,51.61558984515196,284.418312594868,303.84
461,40,414,272,19,73.79,121.29118306656564,1379.0484205122505,1367.99
619,17,447,690,6,25.05,33.52265790210412,136.30334264962772,136.45
672,31,236,709,1,42.52,73.415843151828,39.60922616372403,38.32
833,40,185,708,20,73.96,153.53682458630308,1387.576385952549,1376.07
139,1,98,115,13,81.44,184.11618770910653,994.3566933846315,962.13
665,10,333,248,7,86.61,152.99873163061892,560.9281763110376,558.33
475,10,243,433,18,23.14,28.424293826649443,347.0532520035416,387.4
497,31,11,461,5,75.18,147.4125042119709,315.8566224174606,355.05
342,1,53,646,19,83.8,192.90076100695376,1411.2585556348251,1495.35
611,47,284,298,14,85.62,106.8642381272412,1054.7617737154953,1167.16
695,32,119,63,17,61.15,115.3779087671039,919.378965478912,999.16
664,27,456,485,11,57.56,77.8224417269234,585.3813272235913,586.8
166,19,372,197,12,47.59,86.13849811771368,506.90325040547475,538.88
348,39,437,673,17,25.87,46.79902313558008,429.5141653374609,435.79
690,42,377,369,13,96.18,214.93964603344102,1200.2651480855454,1229.47
768,6,342,495,6,64.08,87.65025933614254,322.9235387965734,356.89
966,32,156,241,20,51.76,76.20432375779757,837.9010945523311,1013.82
694,11,90,516,1,39.08,48.52020427466524,31.761610222099236,36.19
576,15,250,265,14,15.83,39.444587209861965,212.0852783774562,204.48
918,10,437,707,2,78.16,182.56647018587205,143.94850644471353,149.4
449,30,493,114,4,72.11,177.89952956435548,275.84396339195007,286.32
844,36,22,520,20,79.3,106.02682862386705,1468.6125640440614,1577.66
300,46,227,519,7,91.54,169.15752583245293,624.1828640507249,586.76
142,8,435,207,5,66.47,117.70780121615732,293.51489177964635,310.24
350,19,259,176,1,28.31,37.10886181213835,24.75673465561465,27.77
156,49,386,543,14,39.26,68.63585812123058,464.7955913280356,531.23
470,34,407,699,14,44.27,73.94447674802092,499.51329338106734,583.17
530,5,44,347,5,78.16,125.7786629395108,389.38881529009814,379.76
38,43,473,657,6,46.24,64.5620326368492,253.8330332489591,260.61
908,44,359,567,17,97.4,227.48844063381392,1563.5888436841349,1559.65
287,34,313,151,11,91.38,192.84685181887014,893.844061997197,905.46
634,42,227,715,7,89.32,147.27312019659024,601.7098526162275,601.75
87,3,276,343,13,78.66,134.2719593002732,965.0865724543967,1010.41
219,6,262,566,5,54.44,87.4267278181611,236.30819141666294,259.7
553,38,133,248,6,7.23,16.49812024624131,37.34100157045718,42.9
62,24,133,643,14,98.76,183.66883002586755,1140.3497663959226,1259.65
6,30,174,242,4,47.63,107.02479245824064,190.10085900635312,182.37
682,35,433,610,19,72.89,109.62577767288607,1190.8014602923035,1376.26
533,48,127,108,19,68.88,112.01272846213847,1199.4076035389912,1271.34
436,27,42,95,12,48.16,61.68582145066043,565.0334585670921,528.6
694,34,207,603,16,25.4,48.93713825252327,388.42287322109877,368.93
451,45,477,502,9,60.51,130.17105126140663,481.08234872373896,524.79
729,30,67,722,6,18.71,34.93421055600312,101.68827612518253,102.46
161,36,190,122,7,48.27,95.67501501231489,297.9257128414087,305.2
536,10,61,381,4,40.11,64.03168301676035,140.3676648000703,149.04
146,38,216,50,10,51.16,123.69806814091633,440.5043767762805,500.92
501,1,63,561,10,25.48,42.124647604838074,248.19693627146646,250.19
464,22,401,387,14,50.71,92.1804256757282,670.18811594189,660.93
652,30,390,461,20,17.62,36.427358381677465,292.4202930088344,322.04
639,27,199,239,11,13.48,31.951883176691382,128.67732119348446,142.72
754,18,331,91,2,96.02,223.3175207442867,180.79446891344094,189.93
317,36,331,127,19,64.86,132.1255566413813,1006.8592508812176,1204.19
981,37,268,194,20,56.47,122.8632554445384,1017.056052406905,1102.03
185,2,141,211,1,16.43,24.955078505481485,15.462659769748766,16.33
622,21,206,604,19,47.2,59.40019639430035,872.0437168536718,879.48
25,34,163,392,1,37.3,57.23055119070266,30.695248896101152,34.24
188,17,394,92,4,56.47,79.08598551922343,223.718993729704,209.74
186,2,366,60,6,10.6,16.826775362740225,52.13602642708217,63.35
385,8,27,208,5,44.22,66.83896568598718,203.2795442582235,206.16
395,8,138,63,8,51.83,83.64519136647391,377.58122537981,404.37
240,2,138,568,3,51.0,125.0783718031887,143.05798132796724,143.93
129,20,291,417,8,77.48,137.89711671977926,600.7833728339875,598.24
383,35,87,252,17,24.33,46.19771443537015,365.94165071614805,412.28
476,40,149,669,18,47.92,118.06080806400782,690.141662234641,776.39
697,25,180,648,16,30.96,45.71492841434095,479.576264487261,458.25
577,5,154,92,10,9.32,15.973514182226133,76.8522906264699,90.77
900,28,108,626,5,73.88,137.14095605810115,354.77593816158395,369.36
725,29,140,252,11,65.34,134.66313529862353,621.2268553631351,717.28
17,45,69,662,7,48.68,116.78016141558867,314.0980346139401,327.11
424,36,459,714,1,90.64,191.6392073110424,86.3339698978701,87.67
667,5,276,32,18,12.71,29.999970346372738,220.36348575558014,225.96
833,25,424,616,15,68.86,114.67637715474649,862.9232154545989,966.07
198,29,5,227,1,16.85,36.49857907361029,16.035878764818783,15.79
641,20,414,227,12,23.19,34.890174231139206,250.10741542592538,273.17
721,46,311,215,12,8.5,10.278846171623162,101.67897617482333,96.83
513,32,88,566,13,15.54,22.562546733618195,191.46707429209968,187.42
132,48,34,131,20,58.69,90.23656900443945,1072.8304965212362,1064.09
281,13,435,695,8,88.7,109.10567949624293,705.3155418916684,690.36
905,30,2,438,18,63.37,128.84744363248817,1127.6734088175344,1104.24
865,27,141,125,2,86.12,179.49350161542196,153.86497959291606,160.58
739,15,25,285,12,54.14,129.60622996335334,588.9232624358183,587.54
84,37,414,26,11,5.49,13.655518769600535,51.03713502403676,55.53
202,11,169,319,14,95.99,123.03012978021053,1243.1497073733005,1332.71
607,41,479,343,1,50.6,116.00858885550451,42.98119408884158,49.63
56,22,267,243,16,27.64,67.07155154427761,422.40548928029597,413.09
458,38,64,88,20,46.66,115.10477255716285,917.6555715005343,848.81
67,9,32,453,13,34.76,44.18779765646811,416.7001153041133,445.0
573,4,151,391,14,11.25,19.374614796798806,145.4450122541699,152.42
676,40,6,465,14,27.15,46.13045727580234,364.52841879952393,364.88
961,44,401,27,20,63.83,114.27483574773971,1105.0744075512923,1192.3
731,5,304,199,7,15.26,36.25289189768867,88.1474714619863,96.27
743,40,228,191,17,29.35,44.49748279324101,478.6951830286371,470.06
526,42,387,367,2,17.13,27.485850921628295,33.47354052758155,32.84
352,19,189,9,5,19.0,35.58671056691606,88.49585931664487,88.43
856,36,440,56,5,10.45,18.27370059256063,43.84200450483365,49.67
71,22,97,684,7,65.85,119.74444375423174,432.5408223564438,424.13
593,37,494,344,15,61.98,124.01789418334153,821.6122019185381,867.52
933,3,254,225,6,14.96,35.843257460116604,83.27514608838966,88.65
493,48,394,340,8,49.32,110.94300713630808,345.3119522443557,363.51
372,1,38,367,13,22.5,27.878014469330974,240.73857361697046,292.2
935,49,185,45,10,46.84,115.59653239229034,393.373830457123,451.13
737,12,174,568,10,21.54,32.73549121522543,180.76314408545102,212.93
22,44,71,389,6,85.07,174.5066393892311,498.68151649654027,505.86
246,24,415,382,11,93.93,193.41890230600964,1021.0713121628113,961.43
67,8,74,134,20,88.76,198.23370386801892,1488.214525965141,1753.61
440,41,126,48,13,70.96,155.54482290610184,846.3432741542501,859.56
254,4,323,287,18,32.95,76.92859365624825,575.4852429636637,542.6
84,31,405,680,19,89.15,178.2422649223243,1411.8014607971395,1559.91
522,24,256,532,13,76.37,137.73691958354527,858.1498449101659,957.57
979,32,243,275,12,54.92,107.39840456034203,611.3394229887394,624.99
917,13,232,241,19,66.73,114.4199269693031,1091.8893996357378,1167.35
384,17,282,87,13,59.28,81.48803143581044,629.4630906044481,765.67
43,30,263,637,15,54.29,88.88826642441768,724.9589964525404,751.66
325,18,196,26,14,43.85,62.856144495743905,519.8247852657245,601.9
863,33,263,560,3,39.11,79.6573206186506,112.30530276243827,106.56
40,35,103,342,8,14.35,20.888437153131715,99.39938007697867,104.14
866,18,98,723,10,75.8,150.4815146793611,627.3003531199561,740.45
307,19,422,355,18,91.68,203.35235783570752,1453.4690596115915,1486.62
13,31,335,525,13,83.08,206.54161678004547,1069.5612042912685,1053.88
215,31,120,529,13,26.62,52.257847939397685,315.0956069121993,336.49
811,6,161,193,15,73.64,129.41720899944147,1091.7711264886645,1045.11
572,2,192,143,14,24.91,48.59345609146098,287.9438517538386,329.56
364,22,116,430,1,52.48,92.02027681399494,49.8835644236338,50.69
582,3,473,143,18,33.47,46.85125952125217,596.7532031590944,577.58
936,39,294,401,11,58.98,145.92971677810863,545.5207744843852,635.75
487,7,169,584,13,11.05,27.078241469311006,133.27856497687094,134.84
567,12,17,706,10,13.86,27.50341097484406,111.62396336328317,126.19
291,14,120,299,7,11.6,23.866313989668242,66.09646598595187,80.9
335,27,201,161,2,40.02,99.50867589315448,66.09923580583589,72.12
979,14,67,211,14,50.43,80.82337071983996,680.3062013542688,640.27
318,38,104,515,16,20.08,42.80661752317069,286.5147048399652,307.63
66,26,310,253,7,5.71,10.755432835164378,39.252958496290574,36.54
755,6,148,662,16,48.72,114.26264063554397,694.7560279105952,746.48
871,12,213,256,10,42.15,60.41998252815426,389.2751883321439,414.06
188,45,292,98,14,48.49,82.99629440706573,671.485864430222,672.81
904,41,276,299,8,89.13,184.2008730447988,579.9502088659603,653.0
781,36,63,378,7,91.33,118.68276208270723,524.9022228158931,601.67
213,33,23,474,11,43.96,54.27887337329221,448.63406888709295,443.17
877,13,204,39,15,41.21,50.02723266179636,508.69822429579483,602.45
497,30,35,85,5,36.08,69.01949225688716,153.0619534139784,175.87
862,11,88,19,15,18.32,36.440039483799545,229.5809237504467,269.87
80,43,391,12,4,55.79,116.07656712281828,185.37885477533527,209.57
915,44,273,222,12,21.9,38.865395352290975,212.7500565419085,255.29
919,7,200,707,17,65.9,105.49413857516899,907.9841623016739,1088.53
207,16,192,245,1,9.62,14.045021052843916,7.7268579649278335,9.02
197,44,343,65,1,98.98,147.1573477819829,96.64973479616908,92.42
525,7,418,335,6,73.78,119.48548885198576,409.63716377131476,400.36
962,28,62,238,20,24.68,36.47491709307749,430.0812148946738,470.98
13,25,109,470,6,6.42,9.540922833002893,35.884936955745616,37.19
69,14,211,309,9,66.74,146.68175064197987,540.5430669854735,562.76
945,37,88,258,4,72.69,177.8539024595922,267.4914742249686,284.69
711,9,171,180,13,69.4,140.60158841075034,881.2630112886062,899.71
70,22,10,624,11,97.91,233.58723860382474,958.3044490126339,1041.08
602,46,7,239,17,65.86,80.8482471366565,1065.6411114756645,1033.68
776,16,318,82,4,34.34,43.88308330526018,120.17691312197607,133.76
658,3,122,613,10,24.19,60.11497517915055,214.987473671773,226.8
806,49,21,534,11,17.76,39.59261135931372,172.49871496492977,182.03
751,22,176,249,10,76.3,111.97503140042969,618.6516895380024,704.17
228,39,447,391,8,81.14,152.37390185404504,543.1246075560232,629.4
977,13,27,650,1,11.14,27.73432602241387,11.002475645326095,10.57
852,14,121,520,5,13.72,17.85814226465235,64.82685051745369,65.81
435,12,311,255,10,20.6,32.8370369407665,188.54857941321114,189.47
82,24,204,387,7,30.83,43.71989504141901,191.698673969913,211.09
160,31,11,391,17,62.89,110.41072001734324,873.1013485580658,1008.56
745,12,132,390,10,61.54,110.94102607848043,548.1494702701228,563.26
342,9,367,481,13,58.4,84.93873965849488,746.465473378843,719.79
743,24,252,415,1,6.22,14.949138002293719,6.1457145216684355,5.91
603,5,210,40,12,41.48,103.29408543035784,410.59998493127677,463.31
981,17,395,357,19,20.42,38.03206361556444,348.2991005388788,378.78
949,28,377,253,12,71.16,107.81157922355409,689.0293411876863,824.11
715,43,331,152,12,64.94,99.99006022632186,694.4118523575172,754.06
975,43,431,166,5,29.16,35.45968568450976,139.12154892989724,140.0
923,6,266,194,13,42.78,100.05420696085436,463.3562282003715,533.12
991,35,338,392,14,29.02,56.93444544569262,384.6604953533835,377.93
817,23,417,147,3,15.38,23.83481262882135,38.8455018201634,44.17
173,32,1,100,13,71.41,92.17559550168322,871.9463377714649,836.09
442,11,91,384,17,44.6,64.32747424841416,626.9301139255452,704.24
462,37,417,218,16,22.29,32.12723353727655,289.5190727285295,354.8
924,27,226,642,6,81.87,195.41245953922567,403.7037975419712,451.52
128,18,33,351,6,12.58,15.58116842154906,63.92824082558107,68.58
63,18,385,8,16,68.92,142.31421484739172,1056.230905622165,1003.56
8,25,309,533,2,14.2,35.2581157113581,27.044547350927793,27.04
440,22,190,699,16,49.96,117.76560483633126,799.2712926642557,746.36
388,40,30,365,8,94.39,220.400712484208,725.8621514747828,729.83
743,9,14,617,1,48.41,65.82612205140373,43.865553259386154,46.95
675,31,264,424,8,40.0,82.3318773342119,256.20026301678723,307.79
47,48,167,695,11,6.58,11.696594886391317,66.68750142420936,67.75
357,28,481,488,13,75.22,186.76621292932583,949.9127612447334,957.71
200,46,74,533,4,74.76,174.87143064046728,286.1730231197748,277.92
90,20,427,690,17,8.02,20.011473215380555,135.9915042815034,129.49
119,31,340,554,15,20.97,31.731218887218294,264.9543240602459,297.13
30,11,476,335,3,15.02,35.649114979192774,42.953975120325275,45.03
975,43,64,682,8,73.32,100.92376011392116,531.9563439504117,566.96
893,15,478,590,16,13.59,29.846882610765203,200.0743466350752,210.74
754,47,196,670,11,40.82,83.0577954864588,409.676862650759,436.33
119,19,45,115,14,81.8,107.63908664584824,1085.7827223631562,1056.28
377,9,437,321,7,75.74,184.82750435071264,485.31795422571764,483.32
195,25,217,328,1,34.53,76.05802842619683,33.131660269165494,33.11
228,7,203,10,5,54.38,103.31008133586408,242.56757863909058,261.07
225,32,349,467,5,82.53,114.85311923535632,353.50840987361005,383.63
706,8,141,724,2,61.89,120.44806142905499,114.64694400032596,115.23
386,4,415,342,7,52.03,72.76462636514971,343.5786913226208,353.43
